"month","mean_index","sd_index"
1,100.757881869635,39.1102440728375
2,99.6084075774017,39.540800715979
3,113.835167138341,39.7289507476526
4,104.13096325058,45.5144616117463
5,96.0862331662417,39.8973081795369
6,90.2229143341208,36.65834298011
7,97.9767049078198,43.9045091544738
8,92.606940461892,48.3519703929347
9,92.9463622671092,45.3595591309569
10,100.046029631427,46.6463252946109
11,102.144642894771,41.7867309931858
12,111.95427674923,41.801760209562
